word|pinyin
多扣|duokou
能透|nengtou
现券|xianquan
时间段|shijianduan
负|fu
双重|shuangchong
人民银行|renminyinhang
老有|laoyou
小蜜蜂|xiaomifeng
还全|haiquan
回水|huishui
记账|jizhang
该乡|gaixiang
加速器|jiasuqi
有损|yousun
涉及|sheji
唄|bei
提醒|tixing
还久|haijiu
中学|zhongxue
转变|zhuanbian
到|dao
进货|jinhuo
办里|banli
会晚|huiwan
汽车贷款|qichedaikuan
备|bei
算钱|suanqian
本月|benyue
选好|xuanhao
逐步|zhubu
变办|bianban
开不来|kaibulai
而已|eryi
借货|jiehuo
无发|wufa
提作|tizuo
设走|shezou
小个|xiaoge
舍|she
上能|shangneng
还给|huangei
码刷|mashua
忘掉|wangdiao
问下会|wenxiahui
67|67
套装|taozhuang
安期|anqi
好乐迪|haoledi
人才|rencai
单立|danli
弄掉|nongdiao
提出申请|tichushenqing
灰复|huifu
日指|rizhi
冻接|dongjie
经办|jingban
笔能|bineng
我家|wojia
罚单|fadan
多笔|duobi
怎用|zenyong
san|san
二次|erci
下月会|xiayuehui
符合条件|fuhetiaojian
180|180
目的|mudi
好奇|haoqi
額度|edu
觉着|juezhe
身为|shenwei
刚是|gangshi
收矿|shoukuang
终生|zhongsheng
里弄|lilong
快递|kuaidi
vans|vans
再办|zaiban
整|zheng
万分之|wanfenzhi
分不低|fenbudi
搜索|sousuo
换位|huanwei
名下|mingxia
机有|jiyou
过久|guojiu
严重|yanzhong
普通|putong
十块钱|shikuaiqian
服装店|fuzhuangdian
好少|haoshao
借快|jiekuai
五百|wubai
下发|xiafa
咋整|zazheng
要常|yaochang
皮肤|pifu
五千多|wuqianduo
不梦|bumeng
kindle|kindle
绑卡时|bangkashi
买天|maitian
算息|suanxi
二十元|ershiyuan
机蜜|jimi
不过关|buguoguan
期再|qizai
五月|wuyue
刷脸|shualian
旅馆|lvguan
看清|kanqing
张券|zhangquan
我款|wokuan
里订|liding
连在一起|lianzaiyiqi
团团|tuantuan
换清马|huanqingma
退完|tuiwan
互通|hutong
收单|shoudan
码商|mashang
商户|shanghu
无言|wuyan
违章罚款|weizhangfakuan
人号|renhao
无条件|wutiaojian
付狂|fukuang
兑现|duixian
财付|caifu
抽到|choudao
明明|mingming
当|dang
下跪|xiagui
照顾|zhaogu
xiang|xiang
文凭|wenping
什呗|shenbei
抵扣|dikou
首|shou
肔|chi
给关|geiguan
旅游|lvyou
码蚁|mayi
证件照|zhengjianzhao
未买|weimai
审核|shenhe
认不出来|renbuchulai
费时间|feishijian
上期|shangqi
不现|buxian
不超|buchao
说|shuo
保存|baocun
多场|duochang
毛而|maoer
账日|zhangri
欠款人|qiankuanren
交上去|jiaoshangqu
61|61
本事|benshi
里领|liling
迟到|chidao
赚|zhuan
钻|zuan
补齐|buqi
道|dao
时效|shixiao
在线|zaixian
借高|jiegao
能免|nengmian
可回复|kehuifu
带息|daixi
何不|hebu
鞋要|xieyao
交摩拜|jiaomobai
换货|huanhuo
这部分|zhebufen
往期|wangqi
延误|yanwu
暂停|zanting
哪天出|natianchu
发票|fapiao
就近|jiujin
支什|zhishen
晚天|wantian
飞机|feiji
我分|wofen
卡内|kanei
海鲜店|haixiandian
这件|zhejian
不降|bujiang
多一点|duoyidian
缺让|querang
发觉|fajue
当月|dangyue
一句|yiju
彻底清除|chediqingchu
额买|emai
功例|gongli
八元|bayuan
降低|jiangdi
提迟|tichi
夜魔|yemo
＂|＂
不回|buhui
扣不扣|koubukou
曾额|cenge
内地|neidi
yib|yib
重先|zhongxian
来算|laisuan
关不了|guanbuliao
让|rang
边儿|bianer
真信|zhenxin
进|jin
摩|mo
id|id
积分换|jifenhuan
附加|fujia
转账|zhuanzhang
自助餐|zizhucan
手头|shoutou
嗷嗷|aoao
明月|mingyue
来要|laiyao
汕头|shantou
服|fu
信贷|xindai
商业银行|shangyeyinhang
找见|zhaojian
huab|huab
吾|wu
提出|tichu
三千多|sanqianduo
象|xiang
人为|renwei
加血|jiaxue
炸|zha
破|po
码由|mayou
信分|xinfen
蚂蚱|mazha
显视|xianshi
账清要|zhangqingyao
商店|shangdian
三四千|sansiqian
电影票|dianyingpiao
改钱|gaiqian
时收|shishou
张户|zhanghu
变大|bianda
几点|jidian
开回|kaihui
前一天|qianyitian
买楼|mailou
捐助|juanzhu
信息|xinxi
说活|shuohuo
不安|buan
湖北|hubei
有晚|youwan
psvr|psvr
设限|shexian
行用|xingyong
英文|yingwen
装后|zhuanghou
记得|jide
定额|dinge
用出|yongchu
正版|zhengban
四十多|sishiduo
门头照|mentouzhao
歉款|qiankuan
办新|banxin
之门|zhimen
借法|jiefa
今天下午|jintianxiawu
不给行|bugeixing
不吃|buchi
金币|jinbi
会下|huixia
借过款|jieguokuan
从额|conge
单期|danqi
范儿|faner
还涨|haizhang
安全可靠|anquankekao
赌钱|duqian
起码|qima
安全隐患|anquanyinhuan
刭|jing
号通|haotong
认为|renwei
编程|biancheng
有什用|youshenyong
正确|zhengque
不须|buxu
查下|chaxia
会迟|huichi
无需|wuxu
九千|jiuqian
堤前|diqian
集合|jihe
星期日|xingqiri
棉衣|mianyi
一会儿|yihuier
最优|zuiyou
分别|fenbie
用能|yongneng
但换|danhuan
接除|jiechu
理解|lijie
甚至|shenzhi
信号|xinhao
不知情|buzhiqing
授权人|shouquanren
签约|qianyue
均|jun
钓|diao
手术费|shoushufei
音响|yinxiang
享单|xiangdan
上个星期|shanggexingqi
商品质量|shangpinzhiliang
请查|qingcha
满|man
已满|yiman
这影|zheying
有奖|youjiang
一家|yijia
算法|suanfa
方能|fangneng
升成|shengcheng
用飞|yongfei
日结|rijie
邀请函|yaoqinghan
莫明|moming
款子|kuanzi
隔天|getian
呼|hu
专卖店|zhuanmaidian
医院|yiyuan
没事|meishi
玩想|wanxiang
撤款|chekuan
情况|qingkuang
从未|congwei
选用|xuanyong
商银|shangyin
怎米|zenmi
降降|jiangjiang
号夜|haoye
既有|jiyou
几蛮|jiman
滞纳金|zhinajin
勾选|gouxuan
宁时|ningshi
留在|liuzai
补能|buneng
人士|renshi
182|182
达|da
元时|yuanshi
完钱会|wanqianhui
来|lai
鹿城|lucheng
本能|benneng
学历证明|xuelizhengming
之前|zhiqian
催|cui
花能|huaneng
迪信通|dixintong
卖点|maidian
卡而|kaer
能办|nengban
出生|chusheng
二千元|erqianyuan
各付|gefu
星巴克|xingbake
浪费者|langfeizhe
拒绝|jujue
关下|guanxia
锤|chui
问下|wenxia
小商店|xiaoshangdian
四|si
大阪|daban
人来|renlai
天降|tianjiang
一摇到|yiyaodao
看过|kanguo
日会|rihui
摇钱|yaoqian
哪|na
至到|zhidao
推遲|tuichi
已付|yifu
z|z
首选|shouxuan
负度|fudu
运营|yunying
额杜|edu
有返|youfan
传到|chuandao
清账|qingzhang
二选|erxuan
卡中|kazhong
用口|yongkou
害|hai
己经|jijing
关吧|guanba
传错|chuancuo
两月|liangyue
交流|jiaoliu
回血|huixue
稍候|shaohou
日器|riqi
之间|zhijian
退出|tuichu
元账|yuanzhang
校验码|jiaoyanma
日午|riwu
否则|fouze
人多|renduo
更大些|gengdaxie
车|che
总数|zongshu
周生生|zhoushengsheng
消息|xiaoxi
购票|goupiao
三月份|sanyuefen
对话|duihua
非法|feifa
要什|yaoshen
网通|wangtong
138|138
宝贝|baobei
付现|fuxian
哪去|naqu
蓝领|lanling
完未|wanwei
好额|haoe
不太对|butaidui
加速|jiasu
效果|xiaoguo
时老有|shilaoyou
具体|juti
不能不|bunengbu
你查|nicha
影响|yingxiang
再换个|zaihuange
蛋糕|dangao
交给|jiaogei
实款|shikuan
变高|biangao
够确|gouque
环嘛|huanma
点接|dianjie
点变|dianbian
想改|xianggai
渠道|qudao
想换|xianghuan
变网|bianwang
132|132
能腐款|nengfukuan
按进|anjin
长到|zhangdao
开据|kaiju
从来|conglai
交水|jiaoshui
而|er
相信|xiangxin
那双|nashuang
换机|huanji
采用|caiyong
一给|yigei
解|jie
洗发|xifa
享机|xiangji
有所不同|yousuobutong
连同|liantong
语|yu
应有|yingyou
升级版|shengjiban
钱包|qianbao
借出来|jiechulai
付不起|fubuqi
蓝色|lanse
愉期|yuqi
门面|menmian
什么|shenme
退到|tuidao
信花|xinhua
路边摊|lubiantan
初中|chuzhong
发短信|faduanxin
五百多|wubaiduo
目|mu
支用|zhiyong
十一月|shiyiyue
不良后果|bulianghouguo
卡有|kayou
如家|rujia
口碑网|koubeiwang
∠|∠
两到|liangdao
淘友|taoyou
点才|diancai
通行证|tongxingzheng
共计|gongji
稀里糊涂|xilihutu
怎莫|zenmo
点交|dianjiao
扑蜂|pufeng
难借|nanjie
哭|ku
换分|huanfen
老不涨|laobuzhang
带款|daikuan
首开|shoukai
息费|xifei
包里|baoli
原额|yuane
升嘛|shengma
我杂|woza
后同|houtong
特惠|tehui
睡|shui
对办|duiban
卡交|kajiao
前不久|qianbujiu
听|ting
甜错|tiancuo
华润|huarun
遗失|yishi
前期|qianqi
逗|dou
计入|jiru
北|bei
有时|youshi
几时|jishi
却认|queren
良品|liangpin
过分|guofen
mmp|mmp
误填|wutian
复款|fukuan
剩额|shenge
下文|xiawen
面查|miancha
值钱|zhiqian
越来越少|yuelaiyueshao
附|fu
办过|banguo
颜值|yanzhi
英语|yingyu
汇款|huikuan
开销|kaixiao
合肥|hefei
体额|tie
骑行|qixing
东京|dongjing
一段|yiduan
十五天|shiwutian
交保|jiaobao
管它|guanta
开不开|kaibukai
价单|jiadan
如非|rufei
下钱|xiaqian
地方|difang
要交|yaojiao
还绩|haiji
卡解|kajie
入|ru
上存|shangcun
单数|danshu
奖卡|jiangka
划算|huasuan
返点|fandian
某笔|moubi
内购|neigou
元扣|yuankou
类似|leisi
这钱会|zheqianhui
改网商|gaiwangshang
举报|jubao
瞎加|xiajia
能缓|nenghuan
聪|cong
以直|yizhi
收付|shoufu
抽奖|choujiang
改是|gaishi
好多|haoduo
终止|zhongzhi
可更改|kegenggai
lo|lo
以邦定|yibangding
电影|dianying
增高|zenggao
特别|tebie
通信|tongxin
单项|danxiang
纸制|zhizhi
亚马逊|yamaxun
我久|wojiu
需用|xuyong
六选|liuxuan
dc|dc
完奖|wanjiang
卖主|maizhu
退票|tuipiao
总开|zongkai
这货|zhehuo
几多|jiduo
解控|jiekong
内个|neige
绑定|bangding
民办非|minbanfei
所花|suohua
二块钱|erkuaiqian
中断|zhongduan
风期|fengqi
可不|kebu
造成|zaocheng
提額|tie
红包码|hongbaoma
销户|xiaohu
很少|henshao
填表格|tianbiaoge
爱奇艺|aiqiyi
我应|woying
查完|chawan
远款|yuankuan
添加|tianjia
申额|shene
已经|yijing
们|men
放着不用|fangzhebuyong
唤起|huanqi
陌生|mosheng
小红|xiaohong
半|ban
易|yi
动态|dongtai
扣|kou
损害|sunhai
参数|canshu
分高|fengao
外地|waidi
确退|quetui
一去|yiqu
虽然|suiran
阻止|zuzhi
售后服务|shouhoufuwu
细节|xijie
昨晚|zuowan
关有|guanyou
上卡|shangka
长额服|zhangefu
三期|sanqi
小鱼|xiaoyu
扫龙|saolong
时刻|shike
倒|dao
会操|huicao
换枪|huanqiang
九十六|jiushiliu
花通|huatong
输款|shukuan
多钱少|duoqianshao
结是|jieshi
封住|fengzhu
按日算|anrisuan
日超|richao
变为|bianwei
能冲|nengchong
用闲鱼|yongxianyu
优惠|youhui
团里|tuanli
淘宝网|taobaowang
有邦定|youbangding
根改|gengai
试|shi
包烟|baoyan
又关|youguan
起步|qibu
能美团|nengmeituan
电瓶车|dianpingche
货退|huotui
回国|huiguo
还轻|haiqing
支麻|zhima
太紧|taijin
钱进|qianjin
倒霉|daomei
买东|maidong
第四条|disitiao
够用|gouyong
风控冲|fengkongchong
长高|zhanggao
差一点|chayidian
能清|nengqing
全扣|quankou
额快|ekuai
沟通|goutong
结款|jiekuan
高德|gaode
六十岁|liushisui
写少|xieshao
解帮|jiebang
货在|huozai
机密|jimi
江干|jianggan
仓储|cangchu
135|135
皮衣|piyi
喵|miao
首月|shouyue
关蔽|guanbi
没货后|meihuohou
花个|huage
套路|taolu
冰结|bingjie
怀孕|huaiyun
解决办法|jiejuebanfa
开小|kaixiao
感|gan
举个|juge
理发店|lifadian
收获|shouhuo
五号|wuhao
只收|zhishou
递减|dijian
缴小|jiaoxiao
一個|yige
读|du
佣金|yongjin
会放|huifang
检验|jianyan
货已|huoyi
剩余|shengyu
什会|shenhui
扣款|koukuan
游泳|youyong
拒|ju
买入|mairu
初始|chushi
宿迁|suqian
茌|chi
容许|rongxu
不升额|bushenge
代缴|daijiao
刚修|gangxiu
两块|liangkuai
有笔|youbi
日气|riqi
入口|rukou
取肖|quxiao
确借|quejie
样子|yangzi
取额|que
用过|yongguo
希望|xiwang
生源|shengyuan
邮储|youchu
小蓝|xiaolan
出卖|chumai
那多|naduo
充错|chongcuo
除|chu
停止|tingzhi
不哈|buha
据说|jushuo
周期|zhouqi
天猫分|tianmaofen
几倍|jibei
三样|sanyang
保里|baoli
阵子|zhenzi
可刷|keshua
打出|dachu
十五六|shiwuliu
重行|chongxing
已尽|yijin
月初|yuechu
钱坏|qianhuai
支付宝|zhifubao
相似|xiangsi
啮|nie
钱划|qianhua
副作用|fuzuoyong
如花|ruhua
进入|jinru
加高|jiagao
调过|diaoguo
工作日内|gongzuorinei
直|zhi
比|bi
加起|jiaqi
綁定|bangding
总买|zongmai
19|19
借一|jieyi
拖|tuo
陌生人|moshengren
千|qian
一向|yixiang
另|ling
65|65
手里|shouli
介绍|jieshao
c|c
帮人|bangren
第二第三|dierdisan
四期|siqi
多长时间|duozhangshijian
发放|fafang
限次|xianci
人面|renmian
上美团|shangmeituan
大笔|dabi
干什么|ganshenme
计次|jici
变一|bianyi
二十多块|ershiduokuai
怎解|zenjie
要发|yaofa
账进|zhangjin
跟本|genben
听歌|tingge
介面|jiemian
票票|piaopiao
附近|fujin
完钱|wanqian
挖宝|wabao
修复|xiufu
下买|xiamai
以后|yihou
借时|jieshi
出后|chuhou
进而|jiner
禁|jin
问密付|wenmifu
期费|qifei
接入|jieru
一万多|yiwanduo
有意|youyi
我原|woyuan
替换成|tihuancheng
臭|chou
未清|weiqing
切找|qiezhao
不久|bujiu
多点|duodian
固话|guhua
中不借|zhongbujie
小商贩|xiaoshangfan
最终|zuizhong
摇一摇才|yaoyiyaocai
vivo|vivo
说代|shuodai
先转|xianzhuan
店面|dianmian
单天|dantian
每人每天|meirenmeitian
单要|danyao
每一件|meiyijian
却是|queshi
两千多块|liangqianduokuai
保定|baoding
气费|qifei
上当|shangdang
綁|bang
hellobike|hellobike
膏|gao
没花用|meihuayong
只右|zhiyou
度作|duzuo
外来|wailai
免除|mianchu
称|cheng
再能|zaineng
财单|caidan
翔|xiang
超消费|chaoxiaofei
申请人|shenqingren
封顶|fengding
已經|yijing
申花|shenhua
什冻|shendong
广发|guangfa
新闻|xinwen
倩女|qiannv
名额|minge
点心|dianxin
加气|jiaqi
九号|jiuhao
二百块|erbaikuai
恐吓|konghe
有免|youmian
改回开|gaihuikai
省份|shengfen
划分|huafen
户口本|hukouben
俩次|liaci
好像|haoxiang
证明|zhengming
纸质|zhizhi
搞不清|gaobuqing
必|bi
后到|houdao
好几百元|haojibaiyuan
码是|mashi
十月初|shiyuechu
弹窗|danchuang
拜|bai
怎么弄|zenmenong
刮|gua
后想|houxiang
选择性|xuanzexing
这去|zhequ
大昌|dachang
客页|keye
销号|xiaohao
儿童|ertong
基本上|jibenshang
同笔|tongbi
符合|fuhe
貝是|beishi
启消|qixiao
换算|huansuan
一领|yiling
条款|tiaokuan
容|rong
掉下来|diaoxialai
浦发|pufa
直有|zhiyou
专家|zhuanjia
花款|huakuan
输入|shuru
可转|kezhuan
月利率|yuelilv
一毛钱|yimaoqian
提期|tiqi
前能|qianneng
一说|yishuo
分个|fenge
现想|xianxiang
当中|dangzhong
算是|suanshi
付额会|fuehui
没月|meiyue
使用量|shiyongliang
装修|zhuangxiu
出手|chushou
假|jia
三倍|sanbei
未结算|weijiesuan
纸尿裤|zhiniaoku
置顶|zhiding
她|ta
建行|jianhang
会要|huiyao
实物|shiwu
收费|shoufei
还货|haihuo
cnm|cnm
用下|yongxia
钱减|qianjian
货用|huoyong
木有|muyou
再有|zaiyou
肖费|xiaofei
认真|renzhen
没想用|meixiangyong
曾|ceng
还息|haixi
哥|ge
期来|qilai
皮鞋|pixie
货好|huohao
鸡蛋|jidan
退多能|tuiduoneng
绝对|juedui
取缔|qudi
电话卡|dianhuaka
改呀|gaiya
风险|fengxian
为付|weifu
卡扣|kakou
交通卡|jiaotongka
一回|yihui
身亡|shenwang
优费|youfei
栋结|dongjie
切回|qiehui
大点|dadian
信用卡|xinyongka
码嘛|mama
头|tou
店主|dianzhu
扣起|kouqi
赠送|zengsong
八九月|bajiuyue
我摇到|woyaodao
底下|dixia
直降|zhijiang
横杠|henggang
升级|shengji
不先扣|buxiankou
一中|yizhong
飞猪订|feizhuding
长|zhang
158|158
从试|congshi
商用|shangyong
以点|yidian
高是|gaoshi
蒋|jiang
怎弄|zennong
好多钱|haoduoqian
用多|yongduo
乐|le
五天|wutian
改变|gaibian
去何|quhe
电费|dianfei
完整|wanzheng
大件|dajian
付期|fuqi
提起|tiqi
算|suan
查不出|chabuchu
评|ping
点算|diansuan
用新开|yongxinkai
几星|jixing
穷|qiong
交通银行|jiaotongyinhang
大麦|damai
还倩倩|haiqianqian
说涨|shuozhang
超过|chaoguo
候能|houneng
当天|dangtian
关问|guanwen
付多|fuduo
税|shui
限于|xianyu
聊|liao
刷机|shuaji
早餐券|zaocanquan
单款|dankuan
不得|bude
厂品|changpin
开展业务|kaizhanyewu
剩|sheng
冲到|chongdao
一单|yidan
廷期|tingqi
追回来|zhuihuilai
来看|laikan
停扣|tingkou
全收|quanshou
使得|shide
休改|xiugai
没用|meiyong
业多|yeduo
会现|huixian
东东|dongdong
双|shuang
订金|dingjin
脸时|lianshi
小心|xiaoxin
一块儿|yikuaier
理|li
口除|kouchu
割|ge
款有|kuanyou
正试|zhengshi
最低|zuidi
同个|tongge
现费|xianfei
一俩|yilia
服务|fuwu
钱卡|qianka
用旧|yongjiu
租错|zucuo
栓|shuan
分多|fenduo
经捉|jingzhuo
几号|jihao
冲减|chongjian
问得|wende
没什|meishen
喝晕|heyun
买下来|maixialai
几样|jiyang
买菜|maicai
那方付|nafangfu
调到|diaodao
时花|shihua
刷单|shuadan
泥|ni
控款|kongkuan
没车|meiche
星期一|xingqiyi
伤心|shangxin
期返款|qifankuan
qian|qian
付小蓝|fuxiaolan
调降|diaojiang
圣诞节|shengdanjie
叶|ye
91|91
什是|shenshi
之借|zhijie
分月|fenyue
花别|huabie
哪收|nashou
请间|qingjian
够物|gouwu
会补|huibu
想交|xiangjiao
说满|shuoman
货未|huowei
以天|yitian
三分之一|sanfenzhiyi
征西|zhengxi
房产|fangchan
爸|ba
一零|yiling
手贱|shoujian
能查|nengcha
没选|meixuan
几岁|jisui
元进|yuanjin
形式|xingshi
捐赠|juanzeng
抠款|koukuan
不便|bubian
内前|neiqian
卡过|kaguo
具备|jubei
外商|waishang
度少|dushao
先后|xianhou
需有|xuyou
调高些|diaogaoxie
坐车|zuoche
过要|guoyao
数能|shuneng
更新|gengxin
中等|zhongdeng
邻|lin
化妆品|huazhuangpin
微钱|weiqian
一样|yiyang
有降|youjiang
随和|suihe
开店|kaidian
起止|qizhi
出不来|chubulai
大学|daxue
包含|baohan
没笔|meibi
十分之一|shifenzhiyi
妹妹|meimei
余|yu
史用|shiyong
还降|haijiang
帐面|zhangmian
回提|huiti
升到|shengdao
房惠用|fanghuiyong
多大下|duodaxia
我够|wogou
功能障碍|gongnengzhangai
蓝|lan
不加分|bujiafen
禁止|jinzhi
十二时|shiershi
费是|feishi
十|shi
请客|qingke
地能|deneng
六月|liuyue
四月|siyue
凭证|pingzheng
咋天|zatian
会扣|huikou
傣妹|daimei
充摩拜|chongmobai
趣|qu
石化|shihua
黄钻|huangzuan
征给|zhenggei
魅蓝|meilan
收集|shouji
看不懂|kanbudong
话费|huafei
微货|weihuo
我新办|woxinban
镸|chang
描红|miaohong
偶尔|ouer
丢|diu
现款|xiankuan
咋作|zazuo
管理|guanli
没人扣|meirenkou
怎|zen
里定|liding
额太低|etaidi
刚来|ganglai
完额|wane
账得|zhangde
连锁店|liansuodian
支|zhi
父母|fumu
工商银行|gongshangyinhang
钱传|qianchuan
收不起|shoubuqi
号付|haofu
水平|shuiping
挣到|zhengdao
铺子|puzi
文盲|wenmang
包包|baobao
教程|jiaocheng
货都|huodou
注重|zhuzhong
zhebi|zhebi
那负|nafu
收入|shouru
没订|meiding
还会口|haihuikou
批|pi
转卡|zhuanka
调增|diaozeng
两三天|liangsantian
可延长|keyanchang
任为|renwei
拆出|chaichu
期钱|qiqian
今个|jinge
利滚利|ligunli
迷你|mini
不成|bucheng
激话|jihua
不能取消|bunengquxiao
迟迟|chichi
先花|xianhua
如加|rujia
达尔|daer
冲账|chongzhang
逼|bi
tm|tm
日前|riqian
红包|hongbao
太底|taidi
还消|haixiao
数么|shume
扣有|kouyou
撤销|chexiao
人人|renren
大型商场|daxingshangchang
没够|meigou
多额|duoe
本今|benjin
扫不上|saobushang
卡代|kadai
伙伴|huoban
乱收|luanshou
支撑|zhicheng
这卡能|zhekaneng
少扣|shaokou
详|xiang
垃圾|laji
行不通|xingbutong
怎不扣|zenbukou
蔡能|caineng
体系|tixi
家中|jiazhong
徽|hui
点到|diandao
刚付|gangfu
久款|jiukuan
咋子|zazi
刷刷|shuashua
摩托|motuo
会查|huicha
二千多|erqianduo
保持|baochi
充进|chongjin
本到|bendao
可买|kemai
今天|jintian
买物|maiwu
涨涨|zhangzhang
原数|yuanshu
代不|daibu
来开|laikai
榨汁机|zhazhiji
领导|lingdao
多天|duotian
能移|nengyi
算点|suandian
眼镜店|yanjingdian
低得|dide
只发|zhifa
特殊|teshu
莫名|moming
分成|fencheng
点会|dianhui
还本|huanben
在建|zaijian
难开|nankai
足记|zuji
yy|yy
户|hu
信益|xinyi
券找|quanzhao
老子|laozi
入到|rudao
经用|jingyong
不明|buming
两部|liangbu
钱确|qianque
用此|yongci
可钱|keqian
卡会|kahui
会收|huishou
批准|pizhun
收超|shouchao
越用越少|yueyongyueshao
抠|kou
已够|yigou
换不上|huanbushang
码收|mashou
卡问|kawen
我充|wochong
不过|buguo
易懂|yidong
发用|fayong
尼玛|nima
贡茶|gongcha
打码|dama
珊除|shanchu
合在一起|hezaiyiqi
何种|hezhong
无度|wudu
临县|linxian
成|cheng
美国银行|meiguoyinhang
想领|xiangling
怎不涨|zenbuzhang
改下|gaixia
符合标准|fuhebiaozhun
搬里|banli
改名|gaiming
免税店|mianshuidian
收戗|shouqiang
度调|dudiao
五期|wuqi
离|li
小蓝车|xiaolanche
付不款|fubukuan
宝卡|baoka
里查|licha
拍小|paixiao
日包|ribao
抠门|koumen
安装|anzhuang
铂金|bojin
退货|tuihuo
不可抗力|bukekangli
恢复期|huifuqi
借不借|jiebujie
借期|jieqi
飞机票|feijipiao
没定|meiding
蜜付|mifu
透额|toue
清掉|qingdiao
窗|chuang
真的|zhende
算不来|suanbulai
到期|daoqi
追|zhui
五次|wuci
查单|chadan
正|zheng
瞬间|shunjian
升网商|shengwangshang
为准|weizhun
降完|jiangwan
tv|tv
上发|shangfa
投影仪|touyingyi
逗人|douren
气死我了|qisiwole
时多|shiduo
卡卡|kaka
关连|guanlian
错账|cuozhang
麦当劳|maidanglao
坏款|huaikuan
一两万|yiliangwan
里划|lihua
商是|shangshi
用餐|yongcan
少用|shaoyong
并存|bingcun
送货|songhuo
中借|zhongjie
yaoyue|yaoyue
时才|shicai
半夜|banye
却领|queling
老往|laowang
运费|yunfei
忙碌|manglu
智力|zhili
网络延时|wangluoyanshi
几次|jici
频道|pindao
阖家|hejia
换会|huanhui
急用|jiyong
欠费|qianfei
张家口|zhangjiakou
率息|lvxi
犹疑|youni
天能|tianneng
会息罚|huixifa
刷来|shualai
老|lao
很久|henjiu
错|cuo
一笔|yibi
晚些|wanxie
如下|ruxia
扣掉|koudiao
电卷|dianjuan
要关|yaoguan
37|37
保障|baozhang
更欢|genghuan
多好|duohao
照片|zhaopian
邮箱地址|youxiangdizhi
重现|chongxian
黑色|heise
堤|di
空调|kongtiao
自动更新|zidonggengxin
顺风|shunfeng
课胡|kehu
指引|zhiyin
办别|banbie
想换个|xianghuange
偷刷|toushua
年度|niandu
′|′
一个劲|yigejin
资金周转|zijinzhouzhuan
车辆|cheliang
化唄|huabei
尚艺|shangyi
划走|huazou
网上银行|wangshangyinhang
问是|wenshi
申和|shenhe
含有|hanyou
期现|qixian
美团用|meituanyong
为您服务|weininfuwu
怎退|zentui
原理|yuanli
并|bing
欧元|ouyuan
不让|burang
他行|taxing
存多|cunduo
周大福|zhoudafu
还照|haizhao
查钱|chaqian
天麻|tianma
强制性|qiangzhixing
批扣|pikou
瞪|deng
那前|naqian
禁用|jinyong
条裤|tiaoku
后冲|houchong
钱先|qianxian
元力|yuanli
杳询|yaoxun
初始状态|chushizhuangtai
降到|jiangdao
呐换|nahuan
暂未|zanwei
后期|houqi
消号|xiaohao
下能|xianeng
拍卖|paimai
从少|congshao
实际|shiji
管闭|guanbi
合为|hewei
是否|shifou
转门|zhuanmen
美团|meituan
可能|keneng
佳乐家|jialejia
过段时间|guoduanshijian
锁住|suozhu
答复|dafu
有效|youxiao
会得用|huideyong
如期|ruqi
这买个|zhemaige
登录|denglu
用超|yongchao
今|jin
等|deng
能定|nengding
发要|fayao
能教|nengjiao
做过|zuoguo
ipad|ipad
给定|geiding
宝贵|baogui
emmmm|emmmm
账期|zhangqi
账到|zhangdao
全关|quanguan
撩|liao
否定|fouding
八|ba
黄金首饰|huangjinshoushi
买米|maimi
一切|yiqie
溜冰鞋|liubingxie
莫有|moyou
提到|tidao
授权点|shouquandian
相应|xiangying
墙壁|qiangbi
设到|shedao
截屏|jieping
我操|wocao
中买|zhongmai
世|shi
很长|henzhang
干脆|gancui
有事吗|youshima
协商|xieshang
货物|huowu
玩笑|wanxiao
补办|buban
还木有|haimuyou
函是|hanshi
冰激凌|bingjiling
盼达|panda
顾客|guke
提额充|tiechong
借会降|jiehuijiang
境外游|jingwaiyou
wap|wap
用不上|yongbushang
家庭|jiating
完关|wanguan
推|tui
条形码|tiaoxingma
那借|najie
全都|quandou
笔后|bihou
立即|liji
杂|za
刚|gang
水果店|shuiguodian
路|lu
几点钟|jidianzhong
常事|changshi
发不出|fabuchu
邻居|linju
万家|wanjia
能付|nengfu
元联|yuanlian
多上|duoshang
要选|yaoxuan
多一半|duoyiban
能刷|nengshua
损额|sune
大大|dada
款待|kuandai
原|yuan
注销|zhuxiao
第借|dijie
数目|shumu
时想|shixiang
钱算|qiansuan
元要|yuanyao
成天|chengtian
生活|shenghuo
增减|zengjian
中国工商银行|zhongguogongshangyinhang
分笔|fenbi
他家|tajia
改签|gaiqian
现示|xianshi
作用|zuoyong
输|shu
已坏|yihuai
号款|haokuan
利金|lijin
延缓|yanhuan
额为|ewei
元宝|yuanbao
说明|shuoming
杂算|zasuan
小二|xiaoer
之分|zhifen
没全|meiquan
鱼网|yuwang
付歌|fuge
怎木|zenmu
唄用|beiyong
显时|xianshi
着急|zhaoji
查封|chafeng
怎可|zenke
正信|zhengxin
很多年|henduonian
我整|wozheng
银卡钱|yinkaqian
口碑|koubei
下次|xiaci
蚂议|mayi
按年|annian
几分|jifen
程|cheng
关必|guanbi
货想|huoxiang
估清|guqing
积极|jiji
电商|dianshang
业务|yewu
付实款|fushikuan
回收|huishou
是期|shiqi
文易|wenyi
调理|tiaoli
我宁外|woningwai
52|52
年头|niantou
浏览|liulan
自定义|zidingyi
∽|∽
咱办|zanban
推过|tuiguo
